"id","EVENT_UNIQUE_ID","OCC_DATE","OCC_YEAR","OCC_MONTH","OCC_DOW","OCC_DOY","OCC_DAY","OCC_HOUR","OCC_TIME_RANGE","DIVISION","DEATH","INJURIES","HOOD_158","NEIGHBOURHOOD_158","HOOD_140","NEIGHBOURHOOD_140","geometry"
164,"EVT-000164",2015-12-06,"2015","December","Sunday",340,6,11,"Morning","D35",0,1,68,"East York",63,"Scarborough","c(-79.2931203654025, 43.6928622678535)"
165,"EVT-000165",2012-06-18,"2012","June","Monday",170,18,20,"Evening","D03",0,3,49,"North York",98,"Etobicoke","c(-79.2053550842676, 43.7590181149043)"
166,"EVT-000166",2018-11-16,"2018","November","Friday",320,16,13,"Afternoon","D38",0,2,129,"North York",32,"Etobicoke","c(-79.5016314949356, 43.8036340521565)"
167,"EVT-000167",2014-09-15,"2014","September","Monday",258,15,14,"Afternoon","D47",0,1,154,"Downtown",17,"North York","c(-79.2734234805269, 43.8334635228323)"
168,"EVT-000168",2014-09-10,"2014","September","Wednesday",253,10,17,"Afternoon","D36",1,4,32,"North York",102,"Scarborough","c(-79.5005102801377, 43.8238343945239)"
169,"EVT-000169",2019-02-14,"2019","February","Thursday",45,14,2,"Night","D14",0,1,106,"Downtown",105,"Downtown","c(-79.1690556547336, 43.7242299648955)"
170,"EVT-000170",2016-11-15,"2016","November","Tuesday",320,15,19,"Evening","D37",0,6,100,"Downtown",69,"Etobicoke","c(-79.1833297512073, 43.682688084868)"
171,"EVT-000171",2017-12-16,"2017","December","Saturday",350,16,4,"Night","D20",0,0,127,"Downtown",8,"East York","c(-79.5065012909344, 43.7861698125059)"
172,"EVT-000172",2019-10-05,"2019","October","Saturday",278,5,11,"Morning","D21",0,4,71,"North York",28,"East York","c(-79.5514558885306, 43.8167751843186)"
173,"EVT-000173",2020-03-29,"2020","March","Sunday",89,29,5,"Night","D18",0,3,135,"East York",52,"Downtown","c(-79.3228964222543, 43.8462796201292)"
174,"EVT-000174",2014-06-06,"2014","June","Friday",157,6,13,"Afternoon","D11",0,1,46,"Etobicoke",130,"Etobicoke","c(-79.4218155595984, 43.8306915156722)"
175,"EVT-000175",2009-08-08,"2009","August","Saturday",220,8,23,"Evening","D02",0,2,3,"East York",39,"Etobicoke","c(-79.4064738698415, 43.5987081849609)"
176,"EVT-000176",2005-09-11,"2005","September","Sunday",254,11,19,"Evening","D08",0,1,83,"East York",19,"North York","c(-79.5654696947593, 43.620661867491)"
177,"EVT-000177",2006-06-22,"2006","June","Thursday",173,22,23,"Evening","D31",0,2,115,"Downtown",131,"Etobicoke","c(-79.2087842592839, 43.6421284966623)"
178,"EVT-000178",2019-08-05,"2019","August","Monday",217,5,1,"Night","D48",0,3,45,"East York",110,"North York","c(-79.2490903571663, 43.6706088017754)"
179,"EVT-000179",2021-11-27,"2021","November","Saturday",331,27,3,"Night","D43",0,2,5,"Scarborough",125,"Scarborough","c(-79.4638213110466, 43.8218136393987)"
180,"EVT-000180",2017-08-09,"2017","August","Wednesday",221,9,17,"Afternoon","D39",0,1,116,"North York",110,"Etobicoke","c(-79.5244664552758, 43.7993882621046)"
181,"EVT-000181",2010-11-12,"2010","November","Friday",316,12,13,"Afternoon","D51",0,3,18,"Scarborough",23,"North York","c(-79.2957159923885, 43.7653373642575)"
182,"EVT-000182",2006-05-30,"2006","May","Tuesday",150,30,15,"Afternoon","D30",0,4,57,"Scarborough",65,"North York","c(-79.3602021024382, 43.8243824749073)"
183,"EVT-000183",2021-01-04,"2021","January","Monday",4,4,5,"Night","D14",0,1,38,"North York",85,"East York","c(-79.3028863428755, 43.7265452208653)"
184,"EVT-000184",2004-04-11,"2004","April","Sunday",102,11,14,"Afternoon","D30",0,4,1,"Downtown",30,"Scarborough","c(-79.2606246643199, 43.8369349918433)"
185,"EVT-000185",2012-08-15,"2012","August","Wednesday",228,15,17,"Afternoon","D23",0,2,84,"Downtown",138,"Etobicoke","c(-79.1966410631098, 43.8322570556199)"
186,"EVT-000186",2012-11-01,"2012","November","Thursday",306,1,14,"Afternoon","D04",0,2,4,"East York",105,"Scarborough","c(-79.2357670574609, 43.6725112710085)"
187,"EVT-000187",2023-08-11,"2023","August","Friday",223,11,6,"Night","D06",0,4,43,"Etobicoke",118,"Scarborough","c(-79.3637280203464, 43.8244009853248)"
188,"EVT-000188",2007-01-21,"2007","January","Sunday",21,21,19,"Evening","D43",0,6,135,"North York",21,"East York","c(-79.1767734838596, 43.8078041260788)"
189,"EVT-000189",2016-06-16,"2016","June","Thursday",168,16,0,"Night","D04",0,1,89,"East York",70,"Scarborough","c(-79.3295990609935, 43.7392454551224)"
190,"EVT-000190",2014-06-17,"2014","June","Tuesday",168,17,8,"Morning","D51",0,3,67,"East York",73,"Etobicoke","c(-79.5899306996945, 43.8450776958527)"
191,"EVT-000191",2015-05-30,"2015","May","Saturday",150,30,0,"Night","D43",0,1,154,"Downtown",102,"Downtown","c(-79.5798985952828, 43.7927464281468)"
192,"EVT-000192",2017-07-18,"2017","July","Tuesday",199,18,10,"Morning","D34",0,2,109,"North York",50,"Downtown","c(-79.6142213960677, 43.6587024404908)"
193,"EVT-000193",2021-11-11,"2021","November","Thursday",315,11,11,"Morning","D31",0,1,101,"East York",135,"Downtown","c(-79.1551854021989, 43.6878348057875)"
194,"EVT-000194",2010-11-24,"2010","November","Wednesday",328,24,11,"Morning","D42",0,3,13,"East York",85,"East York","c(-79.5278045165919, 43.766590540711)"
195,"EVT-000195",2014-08-10,"2014","August","Sunday",222,10,18,"Afternoon","D05",0,3,64,"East York",16,"Etobicoke","c(-79.2270123494865, 43.5814267193351)"
196,"EVT-000196",2014-12-18,"2014","December","Thursday",352,18,22,"Evening","D01",0,2,152,"Scarborough",72,"East York","c(-79.330914777435, 43.7767455268586)"
197,"EVT-000197",2022-10-29,"2022","October","Saturday",302,29,23,"Evening","D01",0,6,70,"East York",28,"Downtown","c(-79.3302822735652, 43.5903301836833)"
198,"EVT-000198",2013-09-23,"2013","September","Monday",266,23,10,"Morning","D15",0,0,102,"Etobicoke",65,"Scarborough","c(-79.6066504980778, 43.7938396207072)"
199,"EVT-000199",2018-06-11,"2018","June","Monday",162,11,14,"Afternoon","D02",0,3,108,"Downtown",74,"Scarborough","c(-79.5902017633813, 43.8083186084021)"
200,"EVT-000200",2017-03-06,"2017","March","Monday",65,6,23,"Evening","D15",0,0,103,"East York",134,"Etobicoke","c(-79.4360530886451, 43.7103794012381)"
201,"EVT-000201",2005-09-25,"2005","September","Sunday",268,25,16,"Afternoon","D50",0,4,148,"Scarborough",61,"North York","c(-79.6243645062771, 43.8542158880288)"
202,"EVT-000202",2020-04-11,"2020","April","Saturday",102,11,19,"Evening","D33",0,2,22,"Scarborough",113,"Downtown","c(-79.47448911104, 43.6779607059242)"
203,"EVT-000203",2018-06-21,"2018","June","Thursday",172,21,6,"Night","D39",0,2,88,"Etobicoke",90,"North York","c(-79.4942776805503, 43.764674155874)"
204,"EVT-000204",2013-09-15,"2013","September","Sunday",258,15,18,"Afternoon","D36",0,0,25,"East York",124,"Scarborough","c(-79.3566965449058, 43.8419301509375)"
205,"EVT-000205",2016-04-14,"2016","April","Thursday",105,14,1,"Night","D15",0,1,103,"Downtown",19,"Downtown","c(-79.5863757200699, 43.6857049954137)"
206,"EVT-000206",2011-03-31,"2011","March","Thursday",90,31,7,"Morning","D30",0,2,122,"Scarborough",118,"Etobicoke","c(-79.417424430019, 43.6409058023518)"
207,"EVT-000207",2013-05-20,"2013","May","Monday",140,20,2,"Night","D16",0,2,81,"Etobicoke",24,"North York","c(-79.62182543089, 43.7602394393127)"
208,"EVT-000208",2004-01-11,"2004","January","Sunday",11,11,19,"Evening","D11",0,1,13,"East York",14,"Etobicoke","c(-79.4894487556387, 43.8328057500379)"
209,"EVT-000209",2017-11-06,"2017","November","Monday",310,6,11,"Morning","D43",0,4,48,"North York",3,"East York","c(-79.3926927569402, 43.8292514298042)"
210,"EVT-000210",2010-12-17,"2010","December","Friday",351,17,2,"Night","D31",0,4,99,"Downtown",104,"North York","c(-79.6308963474987, 43.6424695444707)"
211,"EVT-000211",2021-05-06,"2021","May","Thursday",126,6,8,"Morning","D44",0,3,128,"Scarborough",94,"Scarborough","c(-79.4465034682384, 43.7151210073072)"
212,"EVT-000212",2007-07-07,"2007","July","Saturday",188,7,19,"Evening","D17",0,1,100,"Scarborough",137,"Downtown","c(-79.2345890306527, 43.6684978072071)"
213,"EVT-000213",2009-11-25,"2009","November","Wednesday",329,25,12,"Morning","D31",0,1,112,"North York",88,"East York","c(-79.3020550974365, 43.8280217131002)"
214,"EVT-000214",2015-09-16,"2015","September","Wednesday",259,16,23,"Evening","D04",0,1,135,"Downtown",35,"Etobicoke","c(-79.3963282857848, 43.7814122170046)"
215,"EVT-000215",2012-01-28,"2012","January","Saturday",28,28,19,"Evening","D54",0,1,42,"Scarborough",81,"Etobicoke","c(-79.3269283921052, 43.8457494091677)"
216,"EVT-000216",2010-12-06,"2010","December","Monday",340,6,1,"Night","D27",0,2,147,"Etobicoke",112,"North York","c(-79.271043528905, 43.7335367904125)"
217,"EVT-000217",2023-06-17,"2023","June","Saturday",168,17,23,"Evening","D43",0,1,126,"Scarborough",18,"North York","c(-79.5079210153928, 43.728727068992)"
218,"EVT-000218",2004-03-11,"2004","March","Thursday",71,11,15,"Afternoon","D39",0,2,141,"Scarborough",97,"North York","c(-79.3714716921098, 43.7198680532461)"
219,"EVT-000219",2022-04-20,"2022","April","Wednesday",110,20,0,"Night","D34",0,0,29,"North York",79,"Scarborough","c(-79.5482159874693, 43.8107931138001)"
220,"EVT-000220",2016-05-15,"2016","May","Sunday",136,15,8,"Morning","D07",0,2,16,"Etobicoke",76,"East York","c(-79.4304953604374, 43.8198859155901)"
221,"EVT-000221",2012-05-09,"2012","May","Wednesday",130,9,2,"Night","D18",0,5,148,"Scarborough",75,"East York","c(-79.5582364343055, 43.5847584125217)"
222,"EVT-000222",2011-12-23,"2011","December","Friday",357,23,5,"Night","D27",0,3,103,"Etobicoke",88,"Downtown","c(-79.4871569273038, 43.5851678362196)"
223,"EVT-000223",2016-10-18,"2016","October","Tuesday",292,18,10,"Morning","D16",0,1,92,"North York",13,"Etobicoke","c(-79.4648871506579, 43.628920751684)"
224,"EVT-000224",2017-10-02,"2017","October","Monday",275,2,4,"Night","D24",0,1,86,"Etobicoke",99,"Etobicoke","c(-79.6218955563566, 43.8276472253563)"
225,"EVT-000225",2023-05-25,"2023","May","Thursday",145,25,7,"Morning","D44",0,2,5,"Scarborough",64,"Scarborough","c(-79.5917630251395, 43.7556463962598)"
226,"EVT-000226",2018-02-27,"2018","February","Tuesday",58,27,4,"Night","D17",0,3,80,"Downtown",53,"Scarborough","c(-79.4781315587269, 43.7330734950997)"
227,"EVT-000227",2009-10-04,"2009","October","Sunday",277,4,10,"Morning","D23",0,2,118,"North York",133,"Downtown","c(-79.4800327154875, 43.8157067337545)"
228,"EVT-000228",2014-12-14,"2014","December","Sunday",348,14,8,"Morning","D12",0,0,6,"North York",123,"Scarborough","c(-79.5732791810315, 43.7454240083341)"
229,"EVT-000229",2014-04-13,"2014","April","Sunday",103,13,10,"Morning","D05",0,0,91,"Downtown",11,"Scarborough","c(-79.1317067837214, 43.5989413162094)"
230,"EVT-000230",2004-04-21,"2004","April","Wednesday",112,21,2,"Night","D01",0,0,134,"Downtown",86,"East York","c(-79.2587375081075, 43.6753713297421)"
231,"EVT-000231",2010-07-04,"2010","July","Sunday",185,4,15,"Afternoon","D49",0,2,69,"Downtown",32,"East York","c(-79.2483949166926, 43.8414222444894)"
232,"EVT-000232",2011-11-01,"2011","November","Tuesday",305,1,19,"Evening","D38",1,0,127,"East York",125,"North York","c(-79.3487989914183, 43.5974728949875)"
233,"EVT-000233",2006-03-15,"2006","March","Wednesday",74,15,11,"Morning","D41",0,1,67,"North York",75,"East York","c(-79.5311917809432, 43.7757542351592)"
234,"EVT-000234",2024-04-23,"2024","April","Tuesday",114,23,5,"Night","D23",0,0,154,"Scarborough",111,"Scarborough","c(-79.4608427463761, 43.7059506445369)"
235,"EVT-000235",2017-11-13,"2017","November","Monday",317,13,11,"Morning","D38",0,1,116,"Etobicoke",96,"Scarborough","c(-79.2053329602463, 43.5814594814112)"
236,"EVT-000236",2010-10-15,"2010","October","Friday",288,15,12,"Morning","D13",0,2,136,"Etobicoke",10,"Etobicoke","c(-79.5399270991551, 43.7203625306029)"
237,"EVT-000237",2015-11-22,"2015","November","Sunday",326,22,4,"Night","D04",0,3,45,"North York",4,"North York","c(-79.3189111438857, 43.6338732653713)"
238,"EVT-000238",2017-08-03,"2017","August","Thursday",215,3,12,"Morning","D05",1,0,55,"Downtown",67,"Downtown","c(-79.5668267744059, 43.6023780816935)"
239,"EVT-000239",2019-02-02,"2019","February","Saturday",33,2,23,"Evening","D22",0,2,127,"North York",11,"East York","c(-79.1635642243952, 43.6093627341358)"
240,"EVT-000240",2015-07-22,"2015","July","Wednesday",203,22,14,"Afternoon","D27",0,0,43,"Scarborough",138,"Downtown","c(-79.1661561387248, 43.6399827079091)"
241,"EVT-000241",2009-07-28,"2009","July","Tuesday",209,28,7,"Morning","D41",0,4,128,"Etobicoke",80,"Downtown","c(-79.5451723440344, 43.7754886100395)"
242,"EVT-000242",2024-04-14,"2024","April","Sunday",105,14,11,"Morning","D19",0,3,146,"Scarborough",40,"Downtown","c(-79.4045698826123, 43.7624646473778)"
243,"EVT-000243",2016-09-21,"2016","September","Wednesday",265,21,22,"Evening","D29",0,4,131,"Downtown",91,"North York","c(-79.5269360644348, 43.6158661460714)"
244,"EVT-000244",2021-07-01,"2021","July","Thursday",182,1,7,"Morning","D25",0,1,5,"North York",113,"East York","c(-79.3288669754922, 43.6942705212902)"
245,"EVT-000245",2022-08-16,"2022","August","Tuesday",228,16,17,"Afternoon","D33",0,1,141,"Downtown",82,"North York","c(-79.5783439879418, 43.65219841944)"
246,"EVT-000246",2015-01-08,"2015","January","Thursday",8,8,14,"Afternoon","D38",0,2,36,"Scarborough",72,"Scarborough","c(-79.5618156420413, 43.7951615322327)"
247,"EVT-000247",2014-05-30,"2014","May","Friday",150,30,12,"Morning","D53",0,3,71,"North York",56,"North York","c(-79.4562456178868, 43.5939574290674)"
248,"EVT-000248",2013-06-16,"2013","June","Sunday",167,16,10,"Morning","D21",0,0,65,"Etobicoke",71,"Etobicoke","c(-79.3739547901167, 43.6452199686127)"
249,"EVT-000249",2017-11-29,"2017","November","Wednesday",333,29,4,"Night","D11",0,6,12,"Etobicoke",44,"Etobicoke","c(-79.3743720782649, 43.8058086678874)"
250,"EVT-000250",2021-10-30,"2021","October","Saturday",303,30,22,"Evening","D35",0,1,64,"East York",49,"Scarborough","c(-79.1470004446661, 43.7826758372208)"
251,"EVT-000251",2020-04-03,"2020","April","Friday",94,3,0,"Night","D18",0,1,81,"Downtown",88,"East York","c(-79.2357523416024, 43.6139123122172)"
252,"EVT-000252",2016-09-18,"2016","September","Sunday",262,18,10,"Morning","D02",0,0,20,"Downtown",38,"Scarborough","c(-79.4095572583063, 43.7009665331455)"
253,"EVT-000253",2008-09-03,"2008","September","Wednesday",247,3,19,"Evening","D01",0,2,108,"Etobicoke",6,"Scarborough","c(-79.1646794841526, 43.6559068971064)"
254,"EVT-000254",2019-01-13,"2019","January","Sunday",13,13,6,"Night","D09",0,6,132,"Etobicoke",128,"Downtown","c(-79.581632036162, 43.8133452211952)"
255,"EVT-000255",2024-02-10,"2024","February","Saturday",41,10,13,"Afternoon","D35",0,2,48,"Scarborough",74,"Scarborough","c(-79.1493263521066, 43.7108480048737)"
256,"EVT-000256",2015-11-01,"2015","November","Sunday",305,1,22,"Evening","D29",0,2,55,"Etobicoke",43,"Scarborough","c(-79.2298295017881, 43.6922622513004)"
257,"EVT-000257",2007-07-15,"2007","July","Sunday",196,15,7,"Morning","D41",0,0,67,"East York",127,"Etobicoke","c(-79.1676102106063, 43.7662527465001)"
258,"EVT-000258",2019-03-10,"2019","March","Sunday",69,10,11,"Morning","D04",0,0,60,"Etobicoke",31,"Etobicoke","c(-79.2745372909326, 43.6582328825492)"
259,"EVT-000259",2006-06-22,"2006","June","Thursday",173,22,18,"Afternoon","D50",0,0,142,"East York",37,"Downtown","c(-79.1314528987939, 43.721560791947)"
260,"EVT-000260",2012-07-11,"2012","July","Wednesday",193,11,1,"Night","D09",0,1,73,"East York",107,"Downtown","c(-79.5052964073315, 43.7283365760993)"
261,"EVT-000261",2017-07-20,"2017","July","Thursday",201,20,6,"Night","D34",0,0,59,"Downtown",43,"Downtown","c(-79.3117867565563, 43.8320135846835)"
262,"EVT-000262",2020-06-08,"2020","June","Monday",160,8,10,"Morning","D53",0,2,78,"East York",29,"East York","c(-79.5532639490102, 43.7058818007901)"
263,"EVT-000263",2004-12-13,"2004","December","Monday",348,13,15,"Afternoon","D48",0,1,119,"Downtown",100,"Downtown","c(-79.4758396386825, 43.8334897424471)"
264,"EVT-000264",2020-04-20,"2020","April","Monday",111,20,1,"Night","D27",0,2,63,"North York",34,"Downtown","c(-79.2412087034909, 43.6982402101958)"
265,"EVT-000265",2017-05-24,"2017","May","Wednesday",144,24,21,"Evening","D20",0,3,80,"Scarborough",54,"North York","c(-79.2132322740953, 43.8541213647187)"
266,"EVT-000266",2017-06-04,"2017","June","Sunday",155,4,23,"Evening","D04",0,1,15,"East York",73,"North York","c(-79.1169557359433, 43.7969765275102)"
267,"EVT-000267",2014-08-15,"2014","August","Friday",227,15,17,"Afternoon","D31",0,2,92,"Scarborough",51,"Etobicoke","c(-79.2205909048142, 43.6216629434297)"
268,"EVT-000268",2004-02-11,"2004","February","Wednesday",42,11,11,"Morning","D07",0,3,94,"Scarborough",122,"Scarborough","c(-79.1710508967547, 43.8407769374721)"
269,"EVT-000269",2015-06-13,"2015","June","Saturday",164,13,17,"Afternoon","D10",0,2,115,"North York",7,"East York","c(-79.1759783373261, 43.8182634378797)"
270,"EVT-000270",2016-10-14,"2016","October","Friday",288,14,9,"Morning","D11",0,3,121,"Downtown",68,"Downtown","c(-79.4767472003488, 43.5953990913898)"
271,"EVT-000271",2007-09-13,"2007","September","Thursday",256,13,9,"Morning","D53",0,0,14,"Downtown",99,"Etobicoke","c(-79.5100441698827, 43.7924915192751)"
272,"EVT-000272",2008-06-15,"2008","June","Sunday",167,15,4,"Night","D50",0,2,92,"Etobicoke",18,"East York","c(-79.2249261951858, 43.812962071098)"
273,"EVT-000273",2015-02-28,"2015","February","Saturday",59,28,7,"Morning","D09",0,1,97,"North York",33,"Etobicoke","c(-79.1678236034481, 43.8157661615165)"
274,"EVT-000274",2019-02-14,"2019","February","Thursday",45,14,20,"Evening","D36",0,1,38,"North York",73,"Etobicoke","c(-79.1659612734053, 43.8444739361228)"
275,"EVT-000275",2021-12-25,"2021","December","Saturday",359,25,21,"Evening","D12",0,1,80,"North York",122,"Etobicoke","c(-79.5667567227691, 43.6796881563935)"
276,"EVT-000276",2015-12-11,"2015","December","Friday",345,11,17,"Afternoon","D47",1,1,39,"Downtown",27,"Etobicoke","c(-79.3247571442172, 43.7348731148519)"
277,"EVT-000277",2008-10-06,"2008","October","Monday",280,6,5,"Night","D04",0,2,101,"Downtown",111,"Downtown","c(-79.2242589155097, 43.6071864780618)"
278,"EVT-000278",2020-02-26,"2020","February","Wednesday",57,26,14,"Afternoon","D05",0,0,50,"Scarborough",113,"Downtown","c(-79.4189661743024, 43.6747142851515)"
279,"EVT-000279",2024-06-13,"2024","June","Thursday",165,13,10,"Morning","D53",0,3,84,"Scarborough",67,"Etobicoke","c(-79.4985889740307, 43.7508257384945)"
280,"EVT-000280",2010-08-11,"2010","August","Wednesday",223,11,1,"Night","D44",0,0,44,"Scarborough",45,"East York","c(-79.3926015275693, 43.6496929458974)"
281,"EVT-000281",2022-04-07,"2022","April","Thursday",97,7,0,"Night","D20",0,3,88,"East York",49,"Scarborough","c(-79.546342117103, 43.618846655439)"
282,"EVT-000282",2023-11-27,"2023","November","Monday",331,27,19,"Evening","D38",0,3,2,"East York",55,"Downtown","c(-79.2602893980965, 43.7160560431922)"
283,"EVT-000283",2008-12-16,"2008","December","Tuesday",351,16,0,"Night","D46",0,0,130,"Etobicoke",27,"North York","c(-79.2718130707106, 43.7079271278398)"
284,"EVT-000284",2020-05-02,"2020","May","Saturday",123,2,23,"Evening","D54",0,1,106,"Etobicoke",17,"East York","c(-79.4472309329882, 43.6508937311657)"
285,"EVT-000285",2014-09-19,"2014","September","Friday",262,19,10,"Morning","D22",0,3,55,"East York",60,"Etobicoke","c(-79.1334251956645, 43.6118425249845)"
286,"EVT-000286",2018-10-24,"2018","October","Wednesday",297,24,20,"Evening","D43",0,2,148,"Scarborough",52,"North York","c(-79.3614981482718, 43.5819011333311)"
287,"EVT-000287",2013-05-15,"2013","May","Wednesday",135,15,5,"Night","D42",1,2,99,"Etobicoke",16,"North York","c(-79.4114273723507, 43.7653360947885)"
288,"EVT-000288",2009-07-08,"2009","July","Wednesday",189,8,23,"Evening","D42",0,2,30,"East York",70,"Downtown","c(-79.127993683177, 43.7796813718716)"
289,"EVT-000289",2005-05-16,"2005","May","Monday",136,16,8,"Morning","D39",0,0,49,"North York",65,"Etobicoke","c(-79.4787822231591, 43.7607378901012)"
